P,P,C,1B,2B,3B,SS,OF,OF,OF,,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Salary,Sim Optimals,Actual,Large Slate | 100-1k,Large Slate | 10k-50k,Large Slate | 1k-10k,Large Slate | 50k+,Single Game,Small Slate | 100-1k,Small Slate | 10k-50k,Small Slate | 1k-10k,Small Slate | 50k+,geomean1,Saber Score,MLB $4K Hot Corner [5 Entry Max] ROI,MLB $4K Hot Corner [5 Entry Max] Sim Dupes,MLB $4K Hot Corner [5 Entry Max] Win Rate,MLB $4K Hot Corner [5 Entry Max] Cash Rate,MLB $4K Hot Corner [5 Entry Max] ROI StDev,MLB $12K Chin Music [Single Entry] ROI,MLB $12K Chin Music [Single Entry] Sim Dupes,MLB $12K Chin Music [Single Entry] Win Rate,MLB $12K Chin Music [Single Entry] Cash Rate,MLB $12K Chin Music [Single Entry] ROI StDev,MLB $200K Sinker de Mayo [$50K to 1st] ROI,MLB $200K Sinker de Mayo [$50K to 1st] Sim Dupes,MLB $200K Sinker de Mayo [$50K to 1st] Win Rate,MLB $200K Sinker de Mayo [$50K to 1st] Cash Rate,MLB $200K Sinker de Mayo [$50K to 1st] ROI StDev,MLB $15K Base Hit [Single Entry] ROI,MLB $15K Base Hit [Single Entry] Sim Dupes,MLB $15K Base Hit [Single Entry] Win Rate,MLB $15K Base Hit [Single Entry] Cash Rate,MLB $15K Base Hit [Single Entry] ROI StDev,MLB $7.5K Solo Shot ROI,MLB $7.5K Solo Shot Sim Dupes,MLB $7.5K Solo Shot Win Rate,MLB $7.5K Solo Shot Cash Rate,MLB $7.5K Solo Shot ROI StDev,MLB $30K Four-Seamer [20 Entry Max] ROI,MLB $30K Four-Seamer [20 Entry Max] Sim Dupes,MLB $30K Four-Seamer [20 Entry Max] Win Rate,MLB $30K Four-Seamer [20 Entry Max] Cash Rate,MLB $30K Four-Seamer [20 Entry Max] ROI StDev
42974868,42974878,42974904,42974908,42974944,42974923,42975101,42975293,42974993,42974931,,92.83,72,90.85000229,111.1250019,123.0075005,143.0199997,167.673494,86.14,49100,1,84.2,88.13451076,86.37943238,87.31621834,85.56113995,171.0629828,86.14244529,84.38736691,85.32415287,83.56907448,6.671178639,1.816155948,0.287809521,0,0.002,0.263714286,7.519423988,0.155999996,0,0.000857143,0.228285714,7.157795089,1.539523721,0,0.000571429,0.252285714,66.13317013,0.306190461,0,0.001714286,0.221142857,7.217786766,0.784071445,0,0.001,0.254571429,24.89176481,0.543785721,0,0.000714286,0.247714286,21.09690503
42974869,42974876,42975089,42974913,42975096,42974987,42975120,42974896,42974936,42974890,,95.93,77.34999847,94.55000305,116.1499958,126.5299995,142.4050056,162.7094969,126.13,49500,1,47.65,85.72909934,82.40477893,83.83724642,80.51292601,172.5072905,83.32354979,79.99922938,81.43169687,78.10737646,10.71094092,25.85660815,0.372952372,0,0.002571429,0.278285714,8.188312529,0.099285712,0,0.001,0.239714286,7.187645102,1.87944454,0,0.000714286,0.273,74.18570485,0.157738104,0,0.001428571,0.225142857,6.478326936,0.645928562,0,0.000857143,0.276571429,22.65514627,0.440785706,0,0.000714286,0.265857143,20.64478762
42974868,42974867,42975082,42975021,42975126,42974923,42974912,42975008,42975293,42974896,,97.48,78.34999847,96.92499924,116.4000015,126.3225021,151.7024971,178.460497,151.09,49800,1,99.2,90.2842601,87.04568156,88.79295097,85.55437243,173.0955221,86.53376103,83.29518249,85.0424519,81.80387336,13.43610446,34.28180814,0.166571423,0,0.000571429,0.326571429,5.365637286,0.295142859,0,0.001,0.299,7.186500207,2.2378968,0,0.000428571,0.335428571,65.7004668,0.212380946,0,0.001428571,0.264571429,6.318935191,0.329642847,0,0.000285714,0.337571429,14.19651965,0.347499996,0,0,0.331285714,10.83213261
42974882,42974872,42975089,42974942,42974903,42975120,42974958,42975036,42974890,42974896,,85.65,65.42499733,86,105.7124977,116.3724987,138.7024971,160.9099939,77.14,49000,1,86.45,83.509988,82.30322195,83.13216579,81.92539974,165.6373392,81.4009787,80.19421265,81.02315649,79.81639044,6.814668942,-2.78373491,-0.060571428,0,0.001714286,0.212,6.304280304,0.053571427,0,0.001428571,0.188571429,8.435097028,2.571230054,0,0.000857143,0.210142857,84.67096599,0.066190474,0,0.002857143,0.173714286,7.549489088,0.438500002,0,0.000714286,0.213571429,21.56879828,0.506785721,0,0.000714286,0.210142857,22.2209682
42974868,42974867,42975031,42974942,42974903,42975120,42974976,42975036,42975003,42975070,,89.53,74.6875,92.625,113.7249985,124.9150013,143.6599945,164.600506,112.98,49100,1,105.2,84.69401904,82.52952313,83.74843746,81.58394155,167.9059152,81.98285761,79.81836169,81.03727603,78.87278012,8.500123849,19.00635809,0.149047628,0,0.002,0.280857143,6.801617971,0.139285713,0,0.001285714,0.239428571,8.01906158,2.070912659,0,0.000714286,0.268428571,76.54589359,0.12678571,0,0.002,0.231714286,6.453646286,0.628571436,0,0.001,0.271714286,24.0274285,0.450428575,0,0.000714286,0.268428571,21.03412198
42974867,42974879,42975089,42974908,42974944,42975120,42974958,42974890,42974993,42975036,,92.78,68.58749962,88.42499924,110.0500031,120.6500015,140.8775055,162.661994,82.61,49400,1,75.2,86.75974034,84.88408184,85.74559487,83.86993637,171.1742436,85.18934673,83.31368823,84.17520126,82.29954276,5.995320453,25.77480674,0.395904779,0,0.003714286,0.239142857,9.117883477,0.175999999,0,0.001428571,0.205,8.818749675,1.125555575,0,0.000285714,0.229285714,50.19963971,0.265238076,0,0.002571429,0.194285714,7.986742856,1.161785722,0,0.001428571,0.234285714,29.69507055,0.424428575,0,0.000571429,0.226,19.38307168
42974867,42974871,42975065,42974995,42975020,42974899,42974991,42974997,42975009,42974935,,89.58,69.02500153,86.42499542,105.1625004,115.8375031,135.1849945,162.0210001,85.65,49900,1,77.95,85.13086472,83.45422143,84.35571373,82.67907044,168.5800443,83.20153882,81.52489553,82.42638783,80.74974454,4.415788447,5.142251402,-0.022761904,0,0.001714286,0.215142857,6.628367799,0.092,0,0.001428571,0.192,8.390934531,2.471666694,0,0.000714286,0.215142857,79.12919124,0.009880953,0,0.002,0.173714286,6.81376638,0.457357138,0,0.000714286,0.218714286,21.41646914,0.534714282,0,0.000714286,0.210428571,21.82775011
42974867,42974872,42975019,42975098,42975074,42974894,42974893,42975118,42974939,42975026,,89.71,68.53750229,86.22499847,107.75,117.8574989,137.8275032,162.252,76.04,49900,1,124.25,85.6532139,84.17399506,84.97675313,83.49753429,168.8796538,83.92140047,82.44218163,83.2449397,81.76572086,4.033643065,24.05363023,0.02,0,0.001142857,0.235142857,5.981647594,0.153428568,0,0.001571429,0.203428571,8.85483358,2.537857056,0,0.000857143,0.227142857,82.91201024,0.194999993,0,0.002,0.188857143,7.555938929,0.172214285,0,0.000285714,0.232142857,13.76600123,0.441642866,0,0.000571429,0.223571429,19.96595646
42974869,42974872,42975089,42974908,42974944,42974987,42974958,42975036,42974910,42974993,,90.5,70.25,90.17499924,110.0750027,123.8150028,146.5500031,173.858506,77.71,49400,1,71,89.81969512,88.9123657,89.71003198,88.80270256,169.5105405,87.53635941,86.62902999,87.42669627,86.51936685,6.588969723,34.59584117,0.373238087,0,0.002571429,0.268285714,8.046079277,0.226142857,0,0.001142857,0.225,7.857632259,1.42309526,0,0.000428571,0.253285714,47.48349489,0.411904782,0,0.003142857,0.217428571,8.49235634,0.631928563,0,0.000571429,0.257142857,19.46682388,0.45085714,0,0.000428571,0.249857143,15.63554878
42974868,42974869,42974956,42974913,42974921,42974966,42974912,42975008,42975117,42975150,,92.21,77.68749809,96.42499924,115.8000031,128.8575043,152.189994,171.886006,132.64,50000,1,64.95,86.94235676,84.30982099,85.83179545,83.19925968,169.4054716,83.48699467,80.85445889,82.37643336,79.74389758,11.37062125,27.65958905,0.075142853,0,0.001714286,0.313714286,5.845223628,0.234428577,0,0.001142857,0.290428571,7.172105362,2.212976217,0,0.000571429,0.325571429,66.12667549,0.201309517,0,0.002285714,0.259142857,6.791024675,0.278642863,0,0.000285714,0.327857143,14.03707169,0.502857149,0,0.000571429,0.320857143,19.04246113
42974872,42974871,42975065,42975025,42975096,42974899,42974891,42974915,42974997,42974993,,84.62,67.75000191,85.25,104.9000015,117.0725021,135.0349998,161.6579939,72.11,49700,1,68.7,83.69887758,82.80763241,83.54999542,82.65875025,165.0012296,81.6206707,80.72942553,81.47178854,80.58054337,5.246721025,37.80147731,0.1567619,0,0.002,0.233142857,7.286647736,0.195142858,0,0.002,0.204857143,9.40707771,1.617103159,0,0.000428571,0.23,62.27698477,0.232142866,0,0.002,0.191428571,7.558421836,0.43571429,0,0.000571429,0.234285714,19.85052972,0.833464295,0,0.001142857,0.225428571,26.67299427
42974869,42974870,42975065,42975025,42975076,42974899,42974891,42975054,42974985,42974962,,87.45,70.17499733,89.94999695,109.0625019,119.7224972,138.9124939,163.853006,96.45,49600,1,71.65,84.38997829,82.76865376,83.79753705,82.17621251,166.6517207,81.89576966,80.27444512,81.30332841,79.68200388,7.360681766,18.17154139,0.103809528,0,0.001428571,0.246857143,6.389879257,0.186428573,0,0.001,0.214285714,7.721903539,1.593769882,0,0.000428571,0.241,47.02112681,0.161904767,0,0.001714286,0.199142857,6.991489806,0.779571444,0,0.001,0.245,23.62022861,0.643750026,0,0.000857143,0.236142857,19.05208567
42974876,42974867,42975089,42974942,42974903,42975120,42974958,42975036,42974896,42975003,,94.77,76.55000305,94,114.0125008,124.75,148.0600029,175.451497,123.75,49500,1,85.9,89.75598486,87.38321186,88.74778766,86.37501465,171.7316616,86.67045467,84.29768167,85.66225746,83.28948446,9.672306534,37.97796667,0.39419046,0,0.002285714,0.293428571,7.766125746,0.32014285,0,0.001857143,0.245,9.353873837,1.316984177,0,0.000142857,0.275571429,43.70864437,0.334761888,0,0.002857143,0.233428571,7.813701206,0.617285728,0,0.000428571,0.280857143,18.63606387,0.426892862,0,0.000428571,0.270857143,17.77451603
42974870,42974871,42974968,42974952,42975074,42974943,42974893,42974974,42975008,42975054,,90.06,71.92499733,88.5,107.5375004,119.9499969,138.2724998,160.953497,82.75,49500,1,65.35,85.06623179,83.33344348,84.21003791,82.4772496,169.0069761,83.2926424,81.5598541,82.43644852,80.70366021,4.956908505,17.31095314,0.099333338,0,0.002285714,0.241142857,7.204659396,0.094285719,0,0.001428571,0.211714286,7.97080446,2.158769786,0,0.000714286,0.235,76.33593088,0.10130953,0,0.002285714,0.191714286,7.143245524,0.591714293,0,0.000857143,0.239428571,23.08873659,0.347535722,0,0.000571429,0.231285714,15.90341416
42974869,42974871,42975270,42975013,42974903,42974957,42974976,42974888,42975057,42975033,,96.82,76.67499733,94.5,112.9624977,123.1074989,140.5150002,161.4224939,108.24,49200,1,94.7,86.6133639,83.61072621,84.80320329,81.80056559,173.6865446,84.84609326,81.84345557,83.03593265,80.03329496,7.609165226,10.00463516,0.084285714,0,0.002,0.279142857,6.628670822,0.032999999,0,0.000714286,0.240285714,6.506337485,2.27619046,0,0.000714286,0.275714286,74.60773337,0.030952381,0,0.001428571,0.220571429,6.113739591,0.400642857,0,0.000428571,0.279428571,17.87869107,0.551857144,0,0.000857143,0.265857143,22.97139021
42974868,42974869,42975123,42975035,42974918,42974926,42974912,42975293,42975016,42974925,,91.35,72.62500191,90.04999924,108.6999969,118.8075024,137.6599945,158.103506,98.01,49300,1,97.95,83.79828786,81.36540372,82.45020932,80.01732518,169.6041071,81.89194962,79.45906548,80.54387108,78.11098694,5.669000683,30.19821048,0.161809519,0,0.002,0.244285714,7.202588284,0.083000002,0,0.001,0.215,7.533035737,1.630634904,0,0.000571429,0.249428571,64.96726163,0.143809527,0,0.001714286,0.191428571,7.289549582,0.547142848,0,0.000714286,0.249571429,21.70748511,0.792535692,0,0.001,0.243285714,25.46281378
42974867,42974878,42974904,42974908,42974944,42974899,42975045,42975054,42975293,42974993,,91.45,70.75,90.90000153,112.0625019,122.7649998,140.622506,167.5575031,84.74,49700,1,106.5,87.73174496,86.19466126,87.0870221,85.5499384,170.0675667,85.6993853,84.1623016,85.05466244,83.51757874,5.964080214,27.59067416,0.291238099,0,0.002571429,0.251714286,8.041949897,0.153000006,0,0.001571429,0.216571429,8.4324516,1.369722247,0,0.000428571,0.241857143,59.61186435,0.327857137,0,0.002571429,0.214285714,8.011208032,0.702214271,0,0.000857143,0.246285714,23.56847598,0.442964286,0,0.000571429,0.236857143,19.88685767
42974868,42974869,42975270,42975013,42974918,42974926,42974965,42974925,42975016,42975033,,88.89,71.73749924,87.67499924,107.1750011,117.4799976,137.1824944,160.8550061,72.38,49300,1,136.95,85.08856237,83.72251523,84.47048093,83.10443378,168.3449643,83.46274671,82.09669956,82.84466526,81.47861812,4.070806309,11.17925867,0.155238092,0,0.001428571,0.220857143,7.239417862,0.102999998,0,0.001285714,0.2,8.007917837,1.42674607,0,0.000428571,0.227,47.96146596,0.177023813,0,0.002571429,0.176,7.822179361,0.603071421,0,0.000714286,0.228714286,21.99037882,0.813857131,0,0.001,0.225857143,22.97284
42974867,42974872,42975119,42974899,42975126,42974966,42974912,42975008,42974974,42975027,,92.84,75.03750229,92.5,112.1999969,124.0650028,142.8025032,165.5035001,114.78,49200,1,100.25,86.08811088,83.54593546,84.81601655,82.27384114,170.4042495,83.54996193,81.00778651,82.2778676,79.73569219,9.758950159,22.24645317,0.1372381,0,0.002,0.272285714,6.778803846,0.113142855,0,0.001285714,0.245,7.711151037,1.676547706,0,0.000571429,0.278285714,68.16418423,0.123571426,0,0.001428571,0.220285714,6.624905506,0.629000008,0,0.000857143,0.279857143,23.01962351,0.599107161,0,0.001,0.267571429,24.00688917
42974872,42974885,42974904,42974908,42974944,42975120,42974958,42975036,42974910,42974890,,86.05,64.88750076,84.07500076,106.6999969,118.9125031,141.3125031,161.151994,57.72,49900,1,78.3,84.76973478,84.04832804,84.62161448,83.90020774,166.4629341,83.19799577,82.47658903,83.04987547,82.32846873,5.368828746,17.96928048,0.287714273,0,0.003714286,0.218857143,9.018787173,0.200000007,0,0.002142857,0.188714286,9.899796377,1.642936468,0,0.000428571,0.210857143,54.60108479,0.297738105,0,0.004285714,0.181714286,9.050725265,0.41421428,0,0.000428571,0.215142857,16.52146652,0.428821418,0,0.000571429,0.210571429,18.00014451
42974876,42974878,42975019,42974952,42975074,42974943,42974893,42974974,42974896,42974931,,92.13,72.88750076,90.30000305,110.0750027,119.9000015,139.2024971,164.804503,77.81,49700,1,91.9,87.3205746,85.68082615,86.51530861,84.87556015,170.7175996,85.62239322,83.98264476,84.81712722,83.17737877,5.284331802,37.46587038,0.261619061,0,0.002571429,0.254285714,8.010744763,0.10685714,0,0.001142857,0.214428571,7.775532941,1.669484138,0,0.000285714,0.240428571,55.64758434,0.139047623,0,0.002,0.203142857,6.966315716,0.439857148,0,0.000571429,0.245428571,18.96949447,0.637464285,0,0.000857143,0.237428571,22.91611089
42974868,42974869,42975089,42975054,42975020,42974899,42975120,42974890,42974936,42975003,,88.58,71.15000153,89.77500153,109.7624969,120.4300011,136.5750031,153.415506,95.3,50000,1,35.95,81.43590523,79.15441198,80.17043747,77.88894423,167.5652776,79.6532965,77.37180325,78.38782875,76.1063355,7.258293636,-12.67181784,-0.073809527,0,0.000857143,0.247714286,5.046656579,0.198714275,0,0.001428571,0.222857143,8.307121904,1.755277812,0,0.000571429,0.245857143,51.94872163,0.036428571,0,0.002,0.201714286,6.68843339,0.649214305,0,0.000857143,0.250142857,23.05243898,0.674035709,0,0.001,0.246285714,22.63060113
42974870,42974871,42975089,42975025,42975020,42974899,42974891,42975054,42974936,42975003,,87.85,69.35000038,87.42499924,106.8000031,115.8874985,135.9649971,156.76,90.77,49500,1,43.35,82.47293132,80.55660284,81.51800196,79.60167347,167.1009692,80.54366334,78.62733486,79.58873398,77.6724055,6.606387998,10.5682753,0.044666667,0,0.001714286,0.231714286,6.641529165,-0.003,0,0.000857143,0.209,6.740989555,2.127579272,0,0.000714286,0.231571429,76.48523897,0.059047621,0,0.002285714,0.197428571,6.838727944,0.383857131,0,0.000571429,0.234857143,19.78647076,0.599392846,0,0.001,0.227428571,24.39195776
42974867,42974879,42975089,42974908,42974944,42975120,42974958,42974890,42974993,42975003,,90.96,67.88750076,88.70000076,109.75,119.8150028,140.402494,162.301503,80.41,49700,1,73.2,86.03691421,84.37579522,85.20948386,83.54836487,169.7999179,84.36327864,82.70215965,83.53584829,81.8747293,5.791376247,13.10269833,0.324095219,0,0.003142857,0.240285714,8.527457634,0.070142858,0,0.001142857,0.202714286,7.769296922,1.120357156,0,0.000285714,0.228,51.68311624,0.194642857,0,0.001428571,0.195428571,7.230718824,1.035071433,0,0.001285714,0.234,27.96980432,0.449678555,0,0.000571429,0.222571429,20.48331077
42974868,42974870,42975065,42975041,42975076,42974899,42974891,42975054,42974962,42974985,,87.61,71.86250114,88.97499847,107.7874985,120.5299995,141.2599998,160.118006,98.36,49800,1,61.6,83.11766354,81.22449198,82.2785787,80.38540713,166.7270259,80.79448825,78.90131668,79.9554034,78.06223183,7.905588812,3.02523803,0.023333333,0,0.001142857,0.237142857,6.373322001,0.157714286,0,0.000857143,0.218428571,7.49919726,1.430238068,0,0.000285714,0.239571429,54.56111723,0.075119048,0,0.002285714,0.195428571,7.129027822,0.560642861,0,0.000714286,0.242857143,18.32152529,0.934571415,0,0.001142857,0.239571429,25.97139651
42974867,42974871,42974968,42975013,42975074,42974899,42974893,42975129,42975118,42975033,,90.98,70.05000305,87.52500153,105,114.9574974,130.8175026,156.203497,85.41,49100,1,110.95,83.7410566,81.59788016,82.50367437,80.36049793,169.6714208,82.26105619,80.11787975,81.02367396,78.88049752,3.865951515,2.285108715,0.075999998,0,0.002285714,0.217714286,7.518759725,-0.057142851,0,0.001,0.194428571,6.974525203,2.364325404,0,0.000857143,0.217571429,79.50753151,0.017023809,0,0.001714286,0.171142857,6.835048991,0.271071434,0,0.000571429,0.222714286,19.52667013,0.499750018,0,0.000857143,0.214571429,23.3256041
42974869,42974871,42975065,42975025,42974944,42974899,42974891,42975096,42974997,42974993,,89.19,69.78750229,89.17499924,107.6625004,119.0950024,139.9799973,163.456497,89.92,49900,1,58.7,85.26262201,83.60862984,84.55748206,82.9034899,168.1789013,83.12120528,81.46721312,82.41606534,80.76207317,5.91634252,37.83593476,0.24028571,0,0.002,0.249714286,7.636612474,0.09928572,0,0.000857143,0.221142857,7.164623281,1.688293666,0,0.000571429,0.244,65.26173659,0.278095245,0,0.002,0.210285714,7.606903737,0.360857151,0,0.000428571,0.245,17.63385867,0.478392854,0,0.000428571,0.239142857,19.21801998
42974868,42974869,42974907,42975025,42975020,42974899,42974891,42974997,42975141,42975293,,88.64,73.18749809,89.20000076,108.2124977,120.1224987,141.6624939,164.5655031,103.12,50000,1,61.95,84.67103392,82.76112887,83.89548836,81.98558331,167.3757517,82.043501,80.13359595,81.26795544,79.35805039,7.186024022,1.983959973,0.16790475,0,0.001714286,0.251714286,6.797686235,0.205285709,0,0.001,0.232857143,7.496891264,1.465991989,0,0.000428571,0.259714286,54.40656686,0.110714287,0,0.001714286,0.210285714,6.371481622,0.494500011,0,0.000428571,0.26,17.69073201,0.689214282,0,0.000571429,0.256142857,19.84196164
42974876,42974869,42974904,42974908,42974944,42974987,42975045,42975293,42974993,42974890,,96.06,75.33749771,92.39999771,112.3749981,123.8625,145.4175056,168.684494,96.11,50000,1,71.65,89.34481691,87.13183911,88.1668048,85.953827,173.4044351,87.41793193,85.20495412,86.23991982,84.02694201,6.80336105,22.03130573,0.316952378,0,0.002285714,0.277428571,7.625524281,0.215714276,0,0.001428571,0.231428571,8.331028966,1.306706339,0,0.000285714,0.265,46.30902948,0.335833341,0,0.002857143,0.219428571,8.070898861,0.647857141,0,0.000714286,0.267714286,17.95320317,0.304107156,0,0.000428571,0.255857143,13.91186531
42974869,42974876,42975066,42975035,42974941,42974926,42974965,42975008,42974888,42975016,,92.78,71.48749924,89.64999771,108.6625023,119.8874985,140.2049973,168.7589999,92.21,49400,1,120.65,88.14439209,86.28940552,87.30849607,85.4535095,170.8590886,85.92301647,84.0680299,85.08712045,83.23213388,4.443835629,-2.043606341,0.042761907,0,0.001428571,0.246285714,6.444969491,0.018714286,0,0.001142857,0.203285714,7.758821138,1.701865077,0,0.000428571,0.235714286,62.3891057,0.0175,0,0.002,0.190571429,6.745387997,0.650285721,0,0.001,0.240857143,24.71468237,0.689428568,0,0.001,0.227857143,25.20950645
42974869,42975477,42975089,42974899,42975076,42975120,42974891,42975003,42974936,42974890,,86.4,67.98749924,88.20000076,108.3250027,118.8075024,139.4749969,166.169494,85.9,49300,1,22.9,85.21146897,84.05507198,84.9668499,83.81045291,166.0609462,82.72075429,81.5643573,82.47613522,81.31973822,7.277533086,-5.103010684,0.063333333,0,0.002571429,0.224,7.505453361,0.056142857,0,0.001428571,0.196142857,8.34082629,2.057142794,0,0.000714286,0.222714286,75.65642164,0.003809524,0,0.002,0.177142857,6.887150545,0.475357145,0,0.000714286,0.226857143,21.42464126,0.454178572,0,0.000857143,0.218428571,22.63732739
42974867,42974871,42975124,42975044,42975012,42974923,42974927,42974979,42974950,42975002,,93.96,72.58749962,90.52499771,108.2124977,120.4300011,142.0600029,165.7024969,115.25,49200,1,71.95,86.58639029,83.94143873,85.21338931,82.56843775,171.2804948,84.14353951,81.49858795,82.77053853,80.12558697,7.819347776,28.03385258,0.026000001,0,0.002,0.247142857,6.758406185,-0.034571428,0,0.000857143,0.217714286,6.86341912,2.380158782,0,0.000714286,0.251,78.13880226,-0.026428571,0,0.001714286,0.193428571,6.35758795,0.404142871,0,0.000571429,0.252285714,19.99429544,0.357500009,0,0.000571429,0.240142857,19.84526915
42974876,42974878,42975019,42974952,42974903,42974943,42974893,42974974,42975129,42974896,,91.85,71.75,90.22500229,107.5125008,119.0075005,139.2399971,157.858506,81.74,50000,1,93.9,84.71430636,82.61910219,83.50376729,81.40856312,170.3972383,83.27085013,81.17564596,82.06031106,79.96510689,5.147451832,27.43575573,0.178285718,0,0.002,0.249714286,7.253182656,0.094857143,0,0.001142857,0.213,7.297440978,1.822142899,0,0.000428571,0.237142857,62.09589728,0.093928576,0,0.001714286,0.204571429,6.504256607,0.488428563,0,0.000571429,0.240714286,19.80114136,0.415500015,0,0.000571429,0.231857143,19.35918238
42974867,42974871,42974904,42974908,42974944,42974923,42975045,42975293,42975099,42974993,,97.16,74.38750076,92.19999695,113.1500015,124.3375031,145.8000031,162.2755,113.14,50000,1,80.95,86.79965131,83.6960123,84.94578597,81.84214696,173.8390895,84.90419563,81.80055662,83.05033029,79.94669128,7.468581553,26.50205195,0.362952381,0,0.002,0.279714286,7.670664311,0.126142868,0,0.000857143,0.238428571,7.150594575,0.902023762,0,0.000285714,0.270571429,48.23810202,0.354523808,0,0.002285714,0.227142857,7.724843154,0.762214303,0,0.000857143,0.276142857,23.76359147,0.581821427,0,0.000857143,0.262,22.90872124
42974879,42974870,42975089,42974952,42975074,42974943,42974893,42975129,42974936,42974890,,84.28,64.17499733,81.97500229,101.6000023,112.0650028,130.3525055,153.705497,54.54,49400,1,65.6,81.70951976,80.79982966,81.34909697,80.43940687,165.1202829,80.42214063,79.51245053,80.06171784,79.15202774,3.414467325,-12.78807968,-0.107333332,0,0.002,0.181428571,6.68904365,-0.119428575,0,0.000714286,0.161428571,6.779644838,2.901746035,0,0.001142857,0.178142857,94.03325983,-0.067738093,0,0.001428571,0.149142857,6.647359307,0.283214279,0,0.000714286,0.185,21.03929165,0.196928572,0,0.000571429,0.180142857,18.37931354
42974868,42974869,42975089,42974913,42975105,42974987,42975120,42974910,42974896,42975003,,90.45,77.92499733,95.20000076,113.8250027,126.3499985,146.9499969,169.563503,129.37,49300,1,38.95,85.66267104,83.16470447,84.64185889,82.14389232,168.1122793,82.25201994,79.75405336,81.23120778,78.73324121,11.10455237,15.59846252,0.114952385,0,0.001714286,0.293714286,6.182686418,0.143571433,0,0.001285714,0.258285714,7.498903959,1.674960399,0,0.000571429,0.288142857,52.41866275,0.107619047,0,0.002,0.235142857,6.664788834,0.496571437,0,0.000714286,0.295571429,20.12294288,0.538107142,0,0.000714286,0.289571429,21.6734079
42974868,42974869,42975065,42975025,42975020,42974953,42974891,42975054,42974932,42974993,,86.87,69.83749962,88.82500076,106.7124977,117.8000031,135.7675003,161.358506,79.93,50000,1,61.95,84.11842639,82.80701301,83.64072303,82.32930965,166.5863611,82.09499967,80.78358628,81.61729631,80.30588292,4.943122732,13.59322071,0.064095236,0,0.002,0.228285714,7.025038195,0.075714285,0,0.001428571,0.207,8.185524433,1.694007903,0,0.000428571,0.230428571,55.66002151,0.11107143,0,0.002571429,0.192857143,7.379420551,0.594142854,0,0.001,0.232142857,24.1290297,0.531571418,0,0.000571429,0.231571429,21.15796583
42974870,42974871,42975270,42974972,42974903,42974957,42974976,42974888,42975057,42975033,,96.49,75.62500191,91.97500229,111.7875004,123.0524998,138.7049973,162.700497,106.41,49400,1,88.35,86.98981042,84.13183994,85.3033851,82.44541462,173.4691273,85.16160028,82.3036298,83.47517496,80.61720448,7.692689105,26.51493847,0.131714284,0,0.002285714,0.255714286,7.405353099,0.014999997,0,0.001,0.228285714,6.919291977,1.461904764,0,0.000428571,0.255571429,59.89814003,0.006428571,0,0.001142857,0.204571429,6.103041977,0.747428581,0,0.001142857,0.261285714,25.24979752,0.703142866,0,0.001,0.252285714,24.48727356
42974868,42974872,42975019,42974952,42975126,42974943,42974893,42975118,42974950,42974970,,83.83,68.30000305,86.64999771,102.7124977,112.8000031,131.5775032,154.6075061,62.37,49000,1,105.95,81.47889622,80.48711479,81.1243672,80.13258577,164.5907476,79.92166801,78.92988658,79.56713899,78.57535756,4.098030291,11.66978255,-0.146190479,0,0.000857143,0.206,5.282116558,0.088285711,0,0.001428571,0.196714286,8.56989465,2.623611212,0,0.001,0.218571429,87.96494264,-0.048809525,0,0.001428571,0.17,6.268678325,0.239214279,0,0.000571429,0.217571429,18.92596077,0.292035714,0,0.000428571,0.215285714,17.7146353
42974868,42974876,42975089,42974946,42974933,42975120,42974958,42974960,42975003,42974890,,90.29,71.36249924,88.82500076,108.3375015,118.3675026,140.0074997,159.8520061,92.88,49000,1,52.6,84.28340387,82.2127766,83.21666065,81.14603338,168.9331079,82.33849493,80.26786765,81.27175171,79.20112444,5.54018551,-4.995436594,-0.016666668,0,0.001428571,0.228857143,6.424235487,-0.042428573,0,0.001142857,0.199,7.49191496,2.128333271,0,0.000857143,0.223,80.4574066,-0.107380956,0,0.001428571,0.182285714,5.901729727,0.566428587,0,0.001142857,0.231428571,25.47676641,0.50717859,0,0.000857143,0.223571429,23.74640357
42974876,42974878,42975019,42974952,42974903,42974943,42974893,42975026,42975293,42974896,,91.07,73.37500191,89.32500076,108.6374989,120.2575005,138.7550003,158.1499939,86.35,49000,1,96.9,84.23813279,82.10254849,83.05373422,80.91814991,169.6513508,82.5689742,80.4333899,81.38457562,79.24899132,5.285129303,10.46070233,-0.039904762,0,0.000857143,0.239714286,5.388267206,0.08228571,0,0.001142857,0.206,7.818164895,1.967658758,0,0.000428571,0.232571429,64.51575788,0.099047624,0,0.002285714,0.195428571,7.25914387,0.374071442,0,0.000428571,0.235285714,17.36156224,0.53871429,0,0.000714286,0.229428571,21.46482482
